ENSMUSG00000000001	1184
ENSMUSG00000000003	0
ENSMUSG00000000028	182
ENSMUSG00000000031	328
ENSMUSG00000000037	26
ENSMUSG00000000049	0
ENSMUSG00000000056	196
ENSMUSG00000000058	571
ENSMUSG00000000078	1126
ENSMUSG00000000085	379
ENSMUSG00000000088	367
ENSMUSG00000000093	132
ENSMUSG00000000094	45
ENSMUSG00000000103	0
ENSMUSG00000000120	9
ENSMUSG00000000125	4
ENSMUSG00000000126	39
ENSMUSG00000000127	123
ENSMUSG00000000131	984
ENSMUSG00000000134	454
ENSMUSG00000000142	333
ENSMUSG00000000148	190
ENSMUSG00000000149	861
ENSMUSG00000000154	78
ENSMUSG00000000157	31
ENSMUSG00000000159	122
ENSMUSG00000000167	86
ENSMUSG00000000168	468
ENSMUSG00000000171	692
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	1757
ENSMUSG00000000194	618
ENSMUSG00000000197	0
ENSMUSG00000000202	9
ENSMUSG00000000204	12
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	653
ENSMUSG00000000223	2
ENSMUSG00000000244	91
ENSMUSG00000000247	0
ENSMUSG00000000248	0
ENSMUSG00000000253	216
ENSMUSG00000000263	0
ENSMUSG00000000266	203
ENSMUSG00000000275	970
ENSMUSG00000000276	191
ENSMUSG00000000278	742
ENSMUSG00000000282	553
ENSMUSG00000000290	1996
ENSMUSG00000000295	91
ENSMUSG00000000296	22
ENSMUSG00000000301	17
ENSMUSG00000000303	9233
ENSMUSG00000000305	48
ENSMUSG00000000308	160
ENSMUSG00000000317	17
ENSMUSG00000000318	21
ENSMUSG00000000320	65
ENSMUSG00000000326	729
ENSMUSG00000000339	195
ENSMUSG00000000340	254
ENSMUSG00000000346	1706
ENSMUSG00000000355	122
ENSMUSG00000000359	10
ENSMUSG00000000365	3
ENSMUSG00000000374	895
ENSMUSG00000000378	329
ENSMUSG00000000381	0
ENSMUSG00000000384	225
ENSMUSG00000000385	1203
ENSMUSG00000000386	13
ENSMUSG00000000392	1
ENSMUSG00000000394	0
ENSMUSG00000000399	479
ENSMUSG00000000402	5668
ENSMUSG00000000409	132
ENSMUSG00000000411	1
ENSMUSG00000000416	56
ENSMUSG00000000420	813
ENSMUSG00000000435	0
ENSMUSG00000000439	766
ENSMUSG00000000440	189
ENSMUSG00000000441	1290
ENSMUSG00000000486	171
ENSMUSG00000000489	394
ENSMUSG00000000530	176
ENSMUSG00000000531	263
ENSMUSG00000000532	918
ENSMUSG00000000538	565
ENSMUSG00000000544	0
ENSMUSG00000000552	327
ENSMUSG00000000555	236
ENSMUSG00000000560	0
ENSMUSG00000000561	223
ENSMUSG00000000562	11
ENSMUSG00000000563	1108
ENSMUSG00000000567	423
ENSMUSG00000000568	1969
ENSMUSG00000000579	4
ENSMUSG00000000581	177
ENSMUSG00000000594	921
ENSMUSG00000000600	325
ENSMUSG00000000605	638
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	1123
ENSMUSG00000000628	357
ENSMUSG00000000631	2739
ENSMUSG00000000632	9
ENSMUSG00000000673	31
ENSMUSG00000000682	234
ENSMUSG00000000686	50
ENSMUSG00000000690	1
ENSMUSG00000000693	51
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	538
ENSMUSG00000000711	592
ENSMUSG00000000724	0
ENSMUSG00000000730	0
ENSMUSG00000000731	0
ENSMUSG00000000732	107
ENSMUSG00000000738	408
ENSMUSG00000000739	2
ENSMUSG00000000740	2523
ENSMUSG00000000743	714
ENSMUSG00000000751	771
ENSMUSG00000000753	348
ENSMUSG00000000759	702
ENSMUSG00000000766	1
ENSMUSG00000000776	144
ENSMUSG00000000782	400
ENSMUSG00000000787	3026
ENSMUSG00000000791	11
ENSMUSG00000000792	4
ENSMUSG00000000794	201
ENSMUSG00000000804	526
ENSMUSG00000000805	505
ENSMUSG00000000811	473
ENSMUSG00000000817	0
ENSMUSG00000000823	968
ENSMUSG00000000826	1440
ENSMUSG00000000827	415
ENSMUSG00000000838	618
ENSMUSG00000000861	41
ENSMUSG00000000869	6
ENSMUSG00000000876	369
ENSMUSG00000000881	560
ENSMUSG00000000884	39
ENSMUSG00000000889	0
ENSMUSG00000000901	539
ENSMUSG00000000902	786
ENSMUSG00000000903	47
ENSMUSG00000000915	1923
ENSMUSG00000000916	182
ENSMUSG00000000934	52
ENSMUSG00000000938	0
ENSMUSG00000000942	6
ENSMUSG00000000948	12
ENSMUSG00000000957	1071
ENSMUSG00000000958	202
ENSMUSG00000000959	581
ENSMUSG00000000976	289
ENSMUSG00000000982	12
