ENSMUSG00000000001	1084
ENSMUSG00000000003	0
ENSMUSG00000000028	63
ENSMUSG00000000031	264
ENSMUSG00000000037	17
ENSMUSG00000000049	0
ENSMUSG00000000056	247
ENSMUSG00000000058	567
ENSMUSG00000000078	1263
ENSMUSG00000000085	372
ENSMUSG00000000088	304
ENSMUSG00000000093	192
ENSMUSG00000000094	46
ENSMUSG00000000103	0
ENSMUSG00000000120	17
ENSMUSG00000000125	6
ENSMUSG00000000126	40
ENSMUSG00000000127	107
ENSMUSG00000000131	931
ENSMUSG00000000134	427
ENSMUSG00000000142	277
ENSMUSG00000000148	257
ENSMUSG00000000149	840
ENSMUSG00000000154	95
ENSMUSG00000000157	49
ENSMUSG00000000159	128
ENSMUSG00000000167	108
ENSMUSG00000000168	449
ENSMUSG00000000171	669
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	1838
ENSMUSG00000000194	652
ENSMUSG00000000197	1
ENSMUSG00000000202	7
ENSMUSG00000000204	75
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	755
ENSMUSG00000000223	12
ENSMUSG00000000244	82
ENSMUSG00000000247	0
ENSMUSG00000000248	2
ENSMUSG00000000253	201
ENSMUSG00000000263	0
ENSMUSG00000000266	197
ENSMUSG00000000275	1241
ENSMUSG00000000276	179
ENSMUSG00000000278	739
ENSMUSG00000000282	551
ENSMUSG00000000290	3438
ENSMUSG00000000295	45
ENSMUSG00000000296	16
ENSMUSG00000000301	13
ENSMUSG00000000303	6786
ENSMUSG00000000305	26
ENSMUSG00000000308	222
ENSMUSG00000000317	21
ENSMUSG00000000318	23
ENSMUSG00000000320	81
ENSMUSG00000000326	630
ENSMUSG00000000339	182
ENSMUSG00000000340	255
ENSMUSG00000000346	1932
ENSMUSG00000000355	118
ENSMUSG00000000359	11
ENSMUSG00000000365	2
ENSMUSG00000000374	831
ENSMUSG00000000378	381
ENSMUSG00000000381	1
ENSMUSG00000000384	211
ENSMUSG00000000385	1038
ENSMUSG00000000386	58
ENSMUSG00000000392	2
ENSMUSG00000000394	0
ENSMUSG00000000399	401
ENSMUSG00000000402	3480
ENSMUSG00000000409	147
ENSMUSG00000000411	0
ENSMUSG00000000416	41
ENSMUSG00000000420	675
ENSMUSG00000000435	0
ENSMUSG00000000439	825
ENSMUSG00000000440	251
ENSMUSG00000000441	1239
ENSMUSG00000000486	217
ENSMUSG00000000489	375
ENSMUSG00000000530	267
ENSMUSG00000000531	182
ENSMUSG00000000532	1121
ENSMUSG00000000538	561
ENSMUSG00000000544	5
ENSMUSG00000000552	290
ENSMUSG00000000555	406
ENSMUSG00000000560	0
ENSMUSG00000000561	198
ENSMUSG00000000562	20
ENSMUSG00000000563	877
ENSMUSG00000000567	150
ENSMUSG00000000568	1426
ENSMUSG00000000579	5
ENSMUSG00000000581	141
ENSMUSG00000000594	1188
ENSMUSG00000000600	251
ENSMUSG00000000605	659
ENSMUSG00000000606	0
ENSMUSG00000000617	3
ENSMUSG00000000627	657
ENSMUSG00000000628	527
