ENSMUSG00000000001	1247
ENSMUSG00000000003	0
ENSMUSG00000000028	146
ENSMUSG00000000031	391
ENSMUSG00000000037	19
ENSMUSG00000000049	1
ENSMUSG00000000056	230
ENSMUSG00000000058	595
ENSMUSG00000000078	1056
ENSMUSG00000000085	341
ENSMUSG00000000088	528
ENSMUSG00000000093	175
ENSMUSG00000000094	58
ENSMUSG00000000103	0
ENSMUSG00000000120	20
ENSMUSG00000000125	3
ENSMUSG00000000126	36
ENSMUSG00000000127	130
ENSMUSG00000000131	838
ENSMUSG00000000134	434
ENSMUSG00000000142	209
ENSMUSG00000000148	233
ENSMUSG00000000149	1002
ENSMUSG00000000154	80
ENSMUSG00000000157	31
ENSMUSG00000000159	115
ENSMUSG00000000167	71
ENSMUSG00000000168	580
ENSMUSG00000000171	681
ENSMUSG00000000182	2
ENSMUSG00000000183	0
ENSMUSG00000000184	2077
ENSMUSG00000000194	620
ENSMUSG00000000197	0
ENSMUSG00000000202	7
ENSMUSG00000000204	41
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	438
ENSMUSG00000000223	4
ENSMUSG00000000244	135
ENSMUSG00000000247	1
ENSMUSG00000000248	0
ENSMUSG00000000253	235
ENSMUSG00000000263	0
ENSMUSG00000000266	144
ENSMUSG00000000275	1037
ENSMUSG00000000276	184
ENSMUSG00000000278	987
ENSMUSG00000000282	542
ENSMUSG00000000290	3629
ENSMUSG00000000295	81
ENSMUSG00000000296	17
ENSMUSG00000000301	17
ENSMUSG00000000303	7103
ENSMUSG00000000305	21
ENSMUSG00000000308	532
ENSMUSG00000000317	43
ENSMUSG00000000318	13
ENSMUSG00000000320	100
ENSMUSG00000000326	545
ENSMUSG00000000339	173
ENSMUSG00000000340	298
ENSMUSG00000000346	1815
ENSMUSG00000000355	137
ENSMUSG00000000359	8
ENSMUSG00000000365	7
ENSMUSG00000000374	1001
ENSMUSG00000000378	338
ENSMUSG00000000381	0
ENSMUSG00000000384	323
ENSMUSG00000000385	1006
ENSMUSG00000000386	31
ENSMUSG00000000392	4
ENSMUSG00000000394	0
ENSMUSG00000000399	525
ENSMUSG00000000402	3809
ENSMUSG00000000409	171
ENSMUSG00000000411	0
ENSMUSG00000000416	37
ENSMUSG00000000420	881
ENSMUSG00000000435	0
ENSMUSG00000000439	719
ENSMUSG00000000440	310
ENSMUSG00000000441	1138
ENSMUSG00000000486	244
ENSMUSG00000000489	408
ENSMUSG00000000530	366
ENSMUSG00000000531	265
ENSMUSG00000000532	948
ENSMUSG00000000538	478
ENSMUSG00000000544	1
ENSMUSG00000000552	269
ENSMUSG00000000555	479
ENSMUSG00000000560	0
ENSMUSG00000000561	168
ENSMUSG00000000562	20
ENSMUSG00000000563	1256
ENSMUSG00000000567	450
ENSMUSG00000000568	1776
ENSMUSG00000000579	3
ENSMUSG00000000581	182
ENSMUSG00000000594	1022
ENSMUSG00000000600	303
ENSMUSG00000000605	670
ENSMUSG00000000606	0
ENSMUSG00000000617	3
ENSMUSG00000000627	759
ENSMUSG00000000628	730
ENSMUSG00000000631	2647
ENSMUSG00000000632	1
ENSMUSG00000000673	29
ENSMUSG00000000682	420
ENSMUSG00000000686	53
ENSMUSG00000000690	0
ENSMUSG00000000693	70
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	495
ENSMUSG00000000711	641
ENSMUSG00000000724	0
ENSMUSG00000000730	0
ENSMUSG00000000731	1
ENSMUSG00000000732	132
ENSMUSG00000000738	449
ENSMUSG00000000739	0
ENSMUSG00000000740	3049
ENSMUSG00000000743	725
ENSMUSG00000000751	753
ENSMUSG00000000753	538
ENSMUSG00000000759	513
ENSMUSG00000000766	0
ENSMUSG00000000776	184
ENSMUSG00000000782	437
ENSMUSG00000000787	3443
ENSMUSG00000000791	35
ENSMUSG00000000792	0
ENSMUSG00000000794	408
ENSMUSG00000000804	617
ENSMUSG00000000805	1380
ENSMUSG00000000811	394
ENSMUSG00000000817	2
ENSMUSG00000000823	775
ENSMUSG00000000826	1521
ENSMUSG00000000827	445
ENSMUSG00000000838	518
ENSMUSG00000000861	56
ENSMUSG00000000869	3
ENSMUSG00000000876	266
ENSMUSG00000000881	378
ENSMUSG00000000884	33
ENSMUSG00000000889	0
ENSMUSG00000000901	436
ENSMUSG00000000902	661
ENSMUSG00000000903	61
ENSMUSG00000000915	1751
ENSMUSG00000000916	157
ENSMUSG00000000934	79
ENSMUSG00000000938	0
ENSMUSG00000000942	6
ENSMUSG00000000948	10
ENSMUSG00000000957	944
ENSMUSG00000000958	257
ENSMUSG00000000959	532
ENSMUSG00000000976	252
ENSMUSG00000000982	20
ENSMUSG00000000983	0
ENSMUSG00000001014	9
ENSMUSG00000001016	519
ENSMUSG00000001017	913
ENSMUSG00000001018	436
ENSMUSG00000001020	35
ENSMUSG00000001021	2
