ENSMUSG00000000001	1244
ENSMUSG00000000003	0
ENSMUSG00000000028	116
ENSMUSG00000000031	410
ENSMUSG00000000037	16
ENSMUSG00000000049	0
ENSMUSG00000000056	271
ENSMUSG00000000058	749
ENSMUSG00000000078	1622
ENSMUSG00000000085	336
ENSMUSG00000000088	562
ENSMUSG00000000093	97
ENSMUSG00000000094	25
ENSMUSG00000000103	0
ENSMUSG00000000120	11
ENSMUSG00000000125	2
ENSMUSG00000000126	39
ENSMUSG00000000127	118
ENSMUSG00000000131	1028
ENSMUSG00000000134	611
ENSMUSG00000000142	225
ENSMUSG00000000148	258
ENSMUSG00000000149	1148
ENSMUSG00000000154	64
ENSMUSG00000000157	53
ENSMUSG00000000159	156
ENSMUSG00000000167	81
ENSMUSG00000000168	589
ENSMUSG00000000171	798
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	1910
ENSMUSG00000000194	697
ENSMUSG00000000197	0
ENSMUSG00000000202	15
ENSMUSG00000000204	808
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	790
ENSMUSG00000000223	3
ENSMUSG00000000244	137
ENSMUSG00000000247	7
ENSMUSG00000000248	3
ENSMUSG00000000253	197
ENSMUSG00000000263	0
ENSMUSG00000000266	163
ENSMUSG00000000275	1371
ENSMUSG00000000276	174
ENSMUSG00000000278	1199
ENSMUSG00000000282	567
ENSMUSG00000000290	5744
ENSMUSG00000000295	73
ENSMUSG00000000296	16
ENSMUSG00000000301	21
ENSMUSG00000000303	7393
ENSMUSG00000000305	28
ENSMUSG00000000308	504
ENSMUSG00000000317	10
ENSMUSG00000000318	21
ENSMUSG00000000320	106
ENSMUSG00000000326	560
ENSMUSG00000000339	218
ENSMUSG00000000340	298
ENSMUSG00000000346	1951
ENSMUSG00000000355	135
ENSMUSG00000000359	18
ENSMUSG00000000365	6
ENSMUSG00000000374	990
ENSMUSG00000000378	419
ENSMUSG00000000381	0
ENSMUSG00000000384	368
ENSMUSG00000000385	1173
ENSMUSG00000000386	117
ENSMUSG00000000392	10
ENSMUSG00000000394	0
ENSMUSG00000000399	564
ENSMUSG00000000402	2592
ENSMUSG00000000409	203
ENSMUSG00000000411	3
ENSMUSG00000000416	18
ENSMUSG00000000420	971
ENSMUSG00000000435	2
ENSMUSG00000000439	981
ENSMUSG00000000440	280
ENSMUSG00000000441	1564
ENSMUSG00000000486	219
ENSMUSG00000000489	574
ENSMUSG00000000530	309
ENSMUSG00000000531	245
ENSMUSG00000000532	949
ENSMUSG00000000538	470
ENSMUSG00000000544	3
ENSMUSG00000000552	348
ENSMUSG00000000555	863
ENSMUSG00000000560	0
ENSMUSG00000000561	239
ENSMUSG00000000562	25
ENSMUSG00000000563	1402
ENSMUSG00000000567	285
ENSMUSG00000000568	1684
ENSMUSG00000000579	1
ENSMUSG00000000581	180
ENSMUSG00000000594	1657
ENSMUSG00000000600	311
ENSMUSG00000000605	701
ENSMUSG00000000606	0
ENSMUSG00000000617	6
ENSMUSG00000000627	664
ENSMUSG00000000628	854
ENSMUSG00000000631	2876
ENSMUSG00000000632	2
ENSMUSG00000000673	33
ENSMUSG00000000682	881
ENSMUSG00000000686	55
ENSMUSG00000000690	2
ENSMUSG00000000693	87
ENSMUSG00000000701	0
ENSMUSG00000000706	1
ENSMUSG00000000708	531
ENSMUSG00000000711	659
ENSMUSG00000000724	0
ENSMUSG00000000730	0
ENSMUSG00000000731	0
ENSMUSG00000000732	127
ENSMUSG00000000738	529
ENSMUSG00000000739	3
ENSMUSG00000000740	3068
ENSMUSG00000000743	823
ENSMUSG00000000751	733
ENSMUSG00000000753	313
ENSMUSG00000000759	546
ENSMUSG00000000766	0
ENSMUSG00000000776	200
ENSMUSG00000000782	295
ENSMUSG00000000787	3431
ENSMUSG00000000791	90
ENSMUSG00000000792	3
ENSMUSG00000000794	250
ENSMUSG00000000804	620
ENSMUSG00000000805	1132
ENSMUSG00000000811	289
ENSMUSG00000000817	4
ENSMUSG00000000823	628
ENSMUSG00000000826	1734
ENSMUSG00000000827	471
ENSMUSG00000000838	509
ENSMUSG00000000861	45
ENSMUSG00000000869	2
ENSMUSG00000000876	217
ENSMUSG00000000881	389
ENSMUSG00000000884	42
ENSMUSG00000000889	0
ENSMUSG00000000901	536
ENSMUSG00000000902	723
ENSMUSG00000000903	83
ENSMUSG00000000915	1866
ENSMUSG00000000916	206
ENSMUSG00000000934	81
ENSMUSG00000000938	0
ENSMUSG00000000942	2
ENSMUSG00000000948	3
ENSMUSG00000000957	1481
ENSMUSG00000000958	318
ENSMUSG00000000959	545
ENSMUSG00000000976	306
ENSMUSG00000000982	93
ENSMUSG00000000983	0
ENSMUSG00000001014	11
ENSMUSG00000001016	528
ENSMUSG00000001017	1026
ENSMUSG00000001018	506
ENSMUSG00000001020	96
ENSMUSG00000001021	4
ENSMUSG00000001023	0
ENSMUSG00000001025	1164
ENSMUSG00000001027	3
ENSMUSG00000001029	43
ENSMUSG00000001034	449
ENSMUSG00000001036	343
ENSMUSG00000001039	90
ENSMUSG00000001052	832
ENSMUSG00000001053	90
ENSMUSG00000001054	285
ENSMUSG00000001056	373
ENSMUSG00000001062	358
ENSMUSG00000001065	384
ENSMUSG00000001076	0
ENSMUSG00000001082	408
ENSMUSG00000001089	597
ENSMUSG00000001095	47
ENSMUSG00000001098	1760
ENSMUSG00000001100	677
ENSMUSG00000001103	0
ENSMUSG00000001105	385
ENSMUSG00000001119	5012
ENSMUSG00000001120	32
ENSMUSG00000001123	740
ENSMUSG00000001127	733
ENSMUSG00000001128	517
ENSMUSG00000001131	18
ENSMUSG00000001134	62
ENSMUSG00000001138	385
ENSMUSG00000001143	384
ENSMUSG00000001150	632
ENSMUSG00000001151	1816
ENSMUSG00000001155	1
ENSMUSG00000001156	739
ENSMUSG00000001157	258
ENSMUSG00000001158	211
ENSMUSG00000001166	47
ENSMUSG00000001168	0
ENSMUSG00000001173	371
ENSMUSG00000001175	8872
ENSMUSG00000001211	1336
ENSMUSG00000001225	2
ENSMUSG00000001227	149
ENSMUSG00000001228	612
ENSMUSG00000001229	1709
ENSMUSG00000001240	27
ENSMUSG00000001247	829
ENSMUSG00000001248	769
ENSMUSG00000001249	298
ENSMUSG00000001260	0
ENSMUSG00000001270	797
ENSMUSG00000001280	1140
ENSMUSG00000001281	702
ENSMUSG00000001285	182
ENSMUSG00000001288	444
ENSMUSG00000001289	649
ENSMUSG00000001300	304
ENSMUSG00000001305	140
ENSMUSG00000001313	138
ENSMUSG00000001323	231
ENSMUSG00000001333	13
ENSMUSG00000001334	29
ENSMUSG00000001348	711
ENSMUSG00000001349	56
ENSMUSG00000001366	387
ENSMUSG00000001376	234
ENSMUSG00000001380	406
ENSMUSG00000001383	394
ENSMUSG00000001403	292
ENSMUSG00000001415	826
ENSMUSG00000001416	1387
ENSMUSG00000001418	913
ENSMUSG00000001419	1340
ENSMUSG00000001420	136
ENSMUSG00000001424	2052
ENSMUSG00000001435	974
ENSMUSG00000001436	111
ENSMUSG00000001440	1999
ENSMUSG00000001441	899
ENSMUSG00000001444	56
ENSMUSG00000001445	356
ENSMUSG00000001467	648
ENSMUSG00000001472	2371
ENSMUSG00000001473	519
ENSMUSG00000001482	330
ENSMUSG00000001493	6
ENSMUSG00000001494	22
ENSMUSG00000001496	3760
ENSMUSG00000001497	16
ENSMUSG00000001504	1229
ENSMUSG00000001506	941
ENSMUSG00000001507	1993
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	363
ENSMUSG00000001518	212
ENSMUSG00000001520	19
ENSMUSG00000001521	285
ENSMUSG00000001524	148
ENSMUSG00000001525	5048
ENSMUSG00000001542	436
ENSMUSG00000001552	2500
ENSMUSG00000001555	120
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	269
ENSMUSG00000001576	648
ENSMUSG00000001583	192
ENSMUSG00000001588	282
ENSMUSG00000001604	240
ENSMUSG00000001622	0
ENSMUSG00000001627	510
ENSMUSG00000001630	164
ENSMUSG00000001632	799
ENSMUSG00000001642	393
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	0
ENSMUSG00000001663	260
ENSMUSG00000001665	213
ENSMUSG00000001666	115
ENSMUSG00000001670	0
ENSMUSG00000001672	247
ENSMUSG00000001674	182
ENSMUSG00000001687	1645
ENSMUSG00000001700	188
ENSMUSG00000001707	117
ENSMUSG00000001729	2915
